income_id,date,amount,category,payment_method
502,2023-04-27,1479.14,Secondary,Online
503,2022-09-28,675.01,Primary,Bank Transfer
504,2023-04-22,4510.65,Primary,Bank Transfer
505,2023-05-01,7633.16,Primary,Online
506,2023-05-22,3991.55,Primary,Bank Transfer
507,2023-02-27,1409.09,Primary,Bank Transfer
508,2023-11-01,9442.36,Primary,Online
509,2023-07-12,5980.84,Passive,Online
510,2022-02-21,1234.89,Primary,Online
511,2023-09-22,2697.82,Passive,Online
512,2022-10-28,5352.2,Secondary,Bank Transfer
513,2022-02-02,5196.0,Primary,Online
514,2022-02-13,4535.34,Passive,Bank Transfer
515,2022-02-24,687.67,Passive,Online
516,2022-07-13,1138.65,Passive,Bank Transfer
517,2022-03-05,6265.7,Primary,Online
518,2023-09-28,2265.23,Passive,Bank Transfer
519,2023-11-12,5983.87,Primary,Bank Transfer
520,2023-10-18,1377.16,Passive,Bank Transfer
521,2022-04-27,1712.16,Passive,Online
522,2022-03-16,7066.82,Primary,Bank Transfer
523,2023-07-04,579.26,Passive,Online
524,2023-07-04,3956.1,Passive,Online
525,2022-08-21,5196.31,Secondary,Online
526,2023-05-28,7388.14,Secondary,Online
527,2023-02-09,4814.99,Passive,Online
528,2023-12-09,2481.93,Passive,Online
529,2023-02-03,9696.02,Secondary,Bank Transfer
530,2023-01-28,1017.36,Primary,Bank Transfer
531,2022-11-05,9675.7,Primary,Online
532,2023-04-20,7465.85,Passive,Online
533,2023-07-08,2625.23,Secondary,Bank Transfer
534,2023-06-10,1298.17,Secondary,Online
535,2022-06-29,5025.54,Passive,Bank Transfer
536,2023-12-07,5633.06,Secondary,Online
537,2022-11-16,6688.48,Secondary,Online
538,2023-11-24,3669.3,Secondary,Online
539,2022-11-21,4362.9,Secondary,Bank Transfer
540,2023-10-06,7061.45,Secondary,Bank Transfer
541,2022-08-21,7839.88,Secondary,Bank Transfer
542,2023-01-28,6530.26,Passive,Bank Transfer
543,2023-10-23,1903.2,Passive,Bank Transfer
544,2023-04-11,5503.71,Secondary,Bank Transfer
545,2022-04-20,4592.02,Passive,Online
546,2022-12-01,1872.28,Primary,Bank Transfer
547,2022-11-28,3701.68,Passive,Online
548,2022-08-02,2420.61,Passive,Online
549,2023-11-10,8436.72,Passive,Bank Transfer
550,2022-09-09,442.0,Secondary,Bank Transfer
551,2023-08-22,7033.24,Passive,Bank Transfer
552,2023-03-31,7108.02,Passive,Online
553,2023-10-28,6086.85,Secondary,Online
554,2023-04-03,9268.95,Passive,Bank Transfer
555,2023-12-25,2961.52,Secondary,Bank Transfer
556,2023-12-27,7789.55,Passive,Online
557,2022-07-31,7799.02,Passive,Online
558,2023-08-17,4462.67,Secondary,Online
559,2023-04-23,7538.81,Passive,Bank Transfer
560,2022-09-27,4486.45,Passive,Online
561,2022-02-16,3452.45,Passive,Online
562,2023-09-09,1587.77,Passive,Online
563,2022-03-27,2620.1,Passive,Online
564,2022-12-10,9480.79,Secondary,Online
565,2023-10-27,7206.0,Primary,Online
566,2022-02-08,5232.77,Passive,Bank Transfer
567,2023-09-09,5363.34,Passive,Online
568,2023-12-29,1618.82,Primary,Online
569,2022-08-16,3798.58,Primary,Online
570,2023-08-08,8190.69,Secondary,Bank Transfer
571,2023-08-18,1923.66,Passive,Online
572,2023-12-20,6116.31,Primary,Bank Transfer
573,2022-05-09,4214.55,Secondary,Online
574,2023-05-02,3618.54,Primary,Online
575,2022-05-10,7211.74,Secondary,Bank Transfer
576,2023-10-28,8059.54,Passive,Bank Transfer
577,2022-12-10,4182.11,Secondary,Online
578,2022-11-25,8185.01,Passive,Bank Transfer
579,2022-03-25,3714.18,Passive,Online
580,2023-04-29,2784.18,Secondary,Online
581,2023-09-06,3945.09,Secondary,Online
582,2023-01-19,5178.03,Primary,Online
583,2022-05-08,664.9,Passive,Online
584,2022-02-08,3947.65,Primary,Online
585,2023-03-18,2929.12,Primary,Bank Transfer
586,2022-03-14,4754.1,Primary,Bank Transfer
587,2023-05-14,4307.53,Passive,Online
588,2023-07-16,6752.72,Primary,Online
589,2022-11-22,6893.36,Passive,Online
590,2023-01-31,4878.88,Secondary,Online
591,2022-07-12,2406.58,Primary,Bank Transfer
592,2022-06-17,6112.6,Secondary,Online
593,2023-03-18,2426.95,Secondary,Bank Transfer
594,2022-03-21,5018.22,Passive,Online
595,2023-08-27,4952.45,Secondary,Bank Transfer
596,2022-02-13,1426.11,Secondary,Bank Transfer
597,2023-06-21,3115.92,Primary,Online
598,2022-06-10,2558.16,Primary,Bank Transfer
599,2022-09-29,5859.4,Passive,Bank Transfer
600,2023-04-17,842.28,Passive,Online
601,2022-08-27,2988.82,Passive,Online
602,2023-01-22,4666.22,Secondary,Online
603,2023-12-20,6983.47,Passive,Online
604,2022-07-11,9310.56,Secondary,Online
605,2022-01-18,9623.61,Passive,Bank Transfer
606,2023-10-01,7372.56,Passive,Bank Transfer
607,2023-05-02,3899.63,Secondary,Online
608,2023-05-29,1738.64,Secondary,Online
609,2022-08-25,7464.14,Passive,Online
610,2022-08-04,1197.72,Passive,Online
611,2023-04-01,8051.37,Primary,Online
612,2022-08-14,2613.41,Secondary,Online
613,2022-09-09,5607.25,Primary,Bank Transfer
614,2022-06-19,5622.57,Primary,Bank Transfer
615,2022-08-25,8498.69,Primary,Bank Transfer
616,2022-10-22,5458.34,Passive,Online
617,2023-05-22,3214.58,Passive,Online
618,2023-09-29,4031.62,Primary,Online
619,2023-05-23,8151.85,Secondary,Online
620,2022-03-15,9786.01,Secondary,Online
621,2023-04-16,5505.01,Passive,Online
622,2022-04-01,9066.46,Primary,Bank Transfer
623,2023-05-29,3337.49,Passive,Online
624,2023-09-14,974.51,Passive,Bank Transfer
625,2022-08-19,5595.41,Passive,Bank Transfer
626,2023-11-30,4450.24,Secondary,Bank Transfer
627,2023-01-14,8812.08,Primary,Bank Transfer
628,2023-04-30,3187.0,Passive,Bank Transfer
629,2022-12-13,6880.07,Primary,Online
630,2023-09-05,8836.08,Passive,Bank Transfer
631,2023-02-09,8415.53,Passive,Online
632,2023-01-23,7889.13,Passive,Online
633,2023-04-23,27.45,Primary,Online
634,2022-08-18,1721.03,Secondary,Online
635,2022-01-22,7374.54,Secondary,Bank Transfer
636,2022-11-28,6112.68,Secondary,Bank Transfer
637,2022-07-22,2309.03,Passive,Bank Transfer
638,2022-09-07,3223.62,Secondary,Bank Transfer
639,2022-07-24,9605.19,Passive,Bank Transfer
640,2022-06-07,8592.93,Passive,Bank Transfer
641,2023-03-03,9598.9,Primary,Bank Transfer
642,2022-09-08,4024.92,Passive,Online
643,2022-10-03,5636.73,Secondary,Bank Transfer
644,2022-01-11,403.72,Secondary,Bank Transfer
645,2023-07-23,4668.55,Passive,Online
646,2023-06-16,5268.5,Secondary,Online
647,2022-07-13,5215.02,Passive,Online
648,2023-10-31,382.98,Secondary,Bank Transfer
649,2023-08-27,221.0,Passive,Bank Transfer
650,2023-06-04,8857.43,Secondary,Online
651,2023-04-09,7353.91,Primary,Online
652,2022-02-09,4115.23,Primary,Online
653,2022-05-15,6441.32,Primary,Bank Transfer
654,2022-10-25,4713.07,Primary,Online
655,2023-10-15,4860.83,Secondary,Online
656,2022-09-09,1091.06,Secondary,Bank Transfer
657,2023-08-07,9531.5,Passive,Bank Transfer
658,2022-01-04,5025.13,Primary,Online
659,2023-02-13,2747.44,Primary,Bank Transfer
660,2023-05-12,3780.73,Primary,Online
661,2023-12-23,3618.54,Passive,Bank Transfer
662,2022-08-11,6494.32,Primary,Online
663,2022-06-09,9933.72,Primary,Bank Transfer
664,2023-01-19,5615.88,Primary,Online
665,2023-04-19,4903.28,Passive,Online
666,2023-01-30,21.01,Secondary,Bank Transfer
667,2023-01-20,8858.96,Secondary,Online
668,2022-03-11,9502.88,Primary,Online
669,2022-01-15,9256.56,Secondary,Bank Transfer
670,2023-03-21,8511.13,Secondary,Online
671,2022-05-08,9614.33,Secondary,Bank Transfer
672,2023-10-25,1732.9,Secondary,Online
673,2023-05-13,6220.88,Primary,Bank Transfer
674,2022-10-31,2597.02,Primary,Bank Transfer
675,2023-05-01,2078.24,Primary,Online
676,2023-09-23,9972.82,Passive,Online
677,2022-07-07,1161.39,Primary,Online
678,2023-06-04,5240.92,Primary,Online
679,2022-08-06,147.41,Primary,Bank Transfer
680,2022-09-21,4560.22,Passive,Bank Transfer
681,2022-07-14,3989.88,Primary,Bank Transfer
682,2022-01-14,3873.44,Secondary,Online
683,2023-10-05,1208.15,Secondary,Bank Transfer
684,2023-11-22,3191.81,Secondary,Online
685,2022-03-31,7006.59,Primary,Bank Transfer
686,2022-03-17,8631.97,Passive,Online
687,2022-09-26,2683.14,Secondary,Online
688,2022-05-14,6219.15,Passive,Online
689,2022-08-12,435.66,Secondary,Online
690,2022-09-22,2157.87,Secondary,Online
691,2022-06-29,2201.58,Secondary,Bank Transfer
692,2023-08-21,7011.77,Passive,Bank Transfer
693,2022-07-25,1516.77,Secondary,Bank Transfer
694,2022-12-04,2961.22,Passive,Bank Transfer
695,2023-10-05,5882.71,Passive,Online
696,2022-07-10,7531.32,Passive,Online
697,2022-06-07,8941.31,Secondary,Online
698,2022-12-23,9974.96,Passive,Online
699,2022-10-25,9271.31,Primary,Online
700,2023-08-10,5942.54,Passive,Bank Transfer
701,2023-02-23,9440.76,Passive,Online
702,2022-03-11,7296.43,Passive,Bank Transfer
703,2022-03-10,7759.49,Secondary,Online
704,2022-07-16,2980.92,Passive,Online
705,2023-11-22,5072.38,Secondary,Bank Transfer
706,2023-05-21,9377.51,Secondary,Bank Transfer
707,2022-06-13,9348.55,Passive,Online
708,2023-08-18,294.96,Primary,Bank Transfer
709,2023-02-07,9393.99,Primary,Online
710,2023-01-27,2054.51,Secondary,Online
711,2022-07-10,7368.14,Secondary,Bank Transfer
712,2022-11-23,6100.79,Primary,Bank Transfer
713,2022-08-09,7354.99,Secondary,Online
714,2023-08-07,9261.48,Secondary,Bank Transfer
715,2023-09-17,3974.29,Primary,Online
716,2022-12-31,8569.68,Passive,Online
717,2022-09-10,9704.03,Passive,Bank Transfer
718,2023-09-07,6638.82,Primary,Bank Transfer
719,2022-03-21,1957.15,Secondary,Online
720,2023-07-30,2121.09,Passive,Online
721,2022-10-30,3772.81,Secondary,Online
722,2022-01-31,7288.4,Secondary,Online
723,2023-11-07,7029.41,Secondary,Bank Transfer
724,2023-09-29,2704.71,Passive,Bank Transfer
725,2023-02-27,5215.73,Passive,Bank Transfer
726,2022-05-28,934.48,Secondary,Online
727,2022-02-10,8726.45,Passive,Bank Transfer
728,2023-01-29,6082.74,Secondary,Online
729,2023-04-18,1554.72,Primary,Bank Transfer
730,2022-04-05,6388.29,Secondary,Online
731,2023-12-29,9818.93,Primary,Bank Transfer
732,2022-11-23,5807.93,Primary,Online
733,2022-04-16,5448.09,Primary,Bank Transfer
734,2022-02-07,3651.23,Secondary,Online
735,2023-07-01,5086.76,Primary,Bank Transfer
736,2022-09-04,7137.58,Primary,Bank Transfer
737,2023-01-08,376.75,Primary,Bank Transfer
738,2023-06-22,3480.82,Passive,Online
739,2022-06-04,7709.76,Primary,Online
740,2022-02-01,6387.32,Secondary,Online
741,2022-05-11,7961.0,Passive,Bank Transfer
742,2022-11-04,5235.09,Secondary,Online
743,2022-01-27,3823.86,Secondary,Bank Transfer
744,2022-02-26,3710.18,Primary,Bank Transfer
745,2022-07-23,9468.05,Passive,Bank Transfer
746,2022-02-28,7167.08,Primary,Bank Transfer
747,2023-07-08,2334.41,Primary,Bank Transfer
748,2023-09-24,1605.29,Secondary,Bank Transfer
749,2022-02-25,9698.3,Passive,Online
750,2022-06-22,6610.22,Primary,Online
751,2023-09-12,9417.71,Primary,Bank Transfer
752,2023-07-29,1451.47,Primary,Online
753,2023-09-02,4151.51,Primary,Bank Transfer
754,2023-11-30,3211.81,Passive,Bank Transfer
755,2023-01-20,2702.86,Primary,Online
756,2022-05-29,2815.18,Secondary,Bank Transfer
757,2022-03-08,7647.15,Primary,Online
758,2023-06-22,4418.09,Primary,Online
759,2023-04-20,3312.85,Primary,Online
760,2023-01-17,9208.16,Secondary,Bank Transfer
761,2022-10-12,3757.36,Passive,Bank Transfer
762,2023-03-21,2231.22,Secondary,Online
763,2023-04-14,6725.84,Primary,Online
764,2023-11-10,1414.43,Secondary,Online
765,2022-04-27,631.18,Primary,Bank Transfer
766,2023-06-15,5150.65,Passive,Online
767,2023-12-08,5791.38,Secondary,Online
768,2022-02-19,478.8,Passive,Online
769,2022-04-29,4761.04,Secondary,Online
770,2022-11-27,1480.68,Secondary,Online
771,2023-06-01,9168.1,Secondary,Online
772,2022-05-16,1310.04,Secondary,Bank Transfer
773,2022-04-10,915.4,Passive,Online
774,2023-02-21,8376.8,Passive,Bank Transfer
775,2023-01-16,3125.66,Primary,Bank Transfer
776,2023-02-05,8670.49,Secondary,Bank Transfer
777,2022-04-08,6249.59,Primary,Bank Transfer
778,2023-05-20,5859.28,Primary,Online
779,2023-03-12,9031.95,Primary,Online
780,2022-04-12,2539.44,Primary,Online
781,2022-02-12,2751.39,Secondary,Online
782,2023-01-06,7138.95,Passive,Online
783,2022-11-17,328.17,Primary,Online
784,2023-06-12,8656.79,Passive,Online
785,2022-12-13,5432.24,Secondary,Online
786,2023-06-07,343.42,Passive,Online
787,2023-08-24,6143.94,Passive,Online
788,2023-11-04,6463.3,Passive,Online
789,2023-12-10,4630.9,Passive,Online
790,2023-11-20,3501.01,Passive,Bank Transfer
791,2022-06-08,80.35,Secondary,Online
792,2022-08-09,4626.36,Primary,Online
793,2023-07-03,4028.33,Passive,Bank Transfer
794,2022-01-14,1283.02,Secondary,Bank Transfer
795,2022-04-22,5570.6,Secondary,Online
796,2022-08-21,318.63,Secondary,Online
797,2023-12-02,8269.47,Passive,Online
798,2022-07-06,6412.55,Primary,Bank Transfer
799,2022-03-13,532.79,Primary,Online
800,2022-11-03,3738.95,Secondary,Online
801,2023-10-29,2912.12,Secondary,Online
802,2023-05-14,730.62,Primary,Bank Transfer
803,2022-07-15,7683.97,Passive,Bank Transfer
804,2023-01-25,6288.53,Passive,Online
805,2023-11-12,6811.07,Primary,Online
806,2022-11-25,7289.22,Secondary,Bank Transfer
807,2023-06-19,7353.74,Passive,Bank Transfer
808,2022-03-23,6268.81,Primary,Online
809,2023-04-29,7631.52,Secondary,Online
810,2023-02-13,8762.23,Secondary,Online
811,2023-11-09,6398.47,Passive,Bank Transfer
812,2023-05-01,5154.25,Primary,Bank Transfer
813,2023-06-21,985.44,Secondary,Bank Transfer
814,2023-09-27,9001.61,Secondary,Bank Transfer
815,2022-10-24,9384.65,Passive,Online
816,2023-04-12,9155.44,Secondary,Online
817,2022-05-15,1664.56,Passive,Bank Transfer
818,2022-09-28,2456.2,Passive,Online
819,2023-04-08,5953.69,Primary,Online
820,2022-01-23,6878.33,Passive,Online
821,2023-08-11,9556.61,Secondary,Bank Transfer
822,2023-01-25,9342.47,Primary,Online
823,2022-07-30,3286.25,Secondary,Bank Transfer
824,2023-04-05,8610.93,Primary,Bank Transfer
825,2023-09-05,6487.51,Passive,Online
826,2022-11-28,9427.0,Secondary,Bank Transfer
827,2022-03-23,8735.0,Primary,Online
828,2022-10-28,8252.62,Passive,Bank Transfer
829,2022-05-21,3003.76,Passive,Online
830,2023-03-22,5712.4,Secondary,Online
831,2023-07-11,4234.37,Passive,Online
832,2023-01-31,4519.71,Passive,Online
833,2022-01-24,2577.84,Secondary,Bank Transfer
834,2022-01-04,5443.68,Primary,Bank Transfer
835,2022-02-27,6666.48,Primary,Bank Transfer
836,2022-09-25,9815.63,Primary,Bank Transfer
837,2023-04-26,3064.23,Secondary,Online
838,2023-09-08,5151.07,Secondary,Bank Transfer
839,2023-01-09,1841.5,Secondary,Online
840,2022-09-24,4657.11,Secondary,Online
841,2023-06-21,6151.15,Passive,Online
842,2023-09-27,9782.75,Passive,Online
843,2023-01-17,3338.39,Secondary,Bank Transfer
844,2023-12-01,2345.37,Primary,Online
845,2022-05-24,9595.74,Secondary,Bank Transfer
846,2022-03-23,8658.82,Passive,Online
847,2022-11-03,8229.86,Primary,Bank Transfer
848,2023-08-06,7524.94,Primary,Bank Transfer
849,2022-09-13,3010.74,Secondary,Bank Transfer
850,2023-12-25,4519.07,Secondary,Bank Transfer
851,2023-09-07,1510.22,Passive,Online
852,2023-07-03,5601.24,Passive,Online
853,2022-06-02,4146.98,Secondary,Online
854,2023-06-05,8119.49,Primary,Bank Transfer
855,2022-03-13,4157.78,Primary,Bank Transfer
856,2022-12-01,4917.61,Secondary,Online
857,2023-09-06,875.2,Primary,Bank Transfer
858,2022-02-24,6539.4,Passive,Online
859,2023-12-27,7605.84,Secondary,Bank Transfer
860,2023-03-15,7864.87,Secondary,Online
861,2023-11-05,184.29,Primary,Online
862,2023-12-10,2748.74,Passive,Bank Transfer
863,2023-05-03,2446.57,Primary,Online
864,2022-03-19,81.52,Secondary,Bank Transfer
865,2022-02-28,2626.03,Primary,Online
866,2023-01-16,1438.61,Primary,Bank Transfer
867,2023-06-14,6737.19,Primary,Bank Transfer
868,2023-12-22,2343.95,Primary,Online
869,2023-10-23,9247.34,Passive,Online
870,2023-02-08,8892.69,Passive,Online
871,2022-08-07,1976.64,Primary,Online
872,2022-08-07,9132.47,Passive,Bank Transfer
873,2023-04-14,2483.92,Passive,Bank Transfer
874,2023-10-09,1137.81,Passive,Online
875,2023-01-05,7425.47,Primary,Online
876,2023-12-14,9412.01,Primary,Online
877,2022-02-10,4208.89,Secondary,Online
878,2023-01-10,4563.12,Secondary,Online
879,2023-12-12,4151.25,Passive,Bank Transfer
880,2023-05-21,9885.31,Primary,Bank Transfer
881,2023-02-25,7235.91,Secondary,Online
882,2023-12-24,7487.3,Passive,Bank Transfer
883,2022-05-19,6208.9,Passive,Online
884,2023-02-28,6333.31,Passive,Online
885,2022-10-06,8693.99,Secondary,Bank Transfer
886,2023-03-19,7113.42,Passive,Online
887,2023-06-04,4667.79,Secondary,Online
888,2023-08-01,6469.36,Primary,Online
889,2023-05-21,5475.76,Primary,Bank Transfer
890,2022-12-27,3874.84,Secondary,Bank Transfer
891,2023-04-19,705.32,Secondary,Online
892,2022-08-27,3473.05,Passive,Online
893,2022-05-23,5784.92,Primary,Bank Transfer
894,2022-10-26,4905.17,Secondary,Bank Transfer
895,2022-10-27,806.9,Passive,Bank Transfer
896,2022-02-17,8267.44,Primary,Bank Transfer
897,2023-03-15,9071.79,Secondary,Online
898,2023-03-28,8172.52,Primary,Online
899,2023-06-11,2930.52,Primary,Bank Transfer
900,2022-03-13,5854.11,Secondary,Bank Transfer
901,2022-12-08,1227.22,Passive,Online
902,2022-10-30,2241.63,Secondary,Bank Transfer
903,2022-10-02,8548.49,Primary,Online
904,2023-03-05,6791.72,Passive,Bank Transfer
905,2022-08-29,9931.87,Secondary,Online
906,2022-05-26,6362.94,Secondary,Bank Transfer
907,2022-05-30,2558.0,Secondary,Bank Transfer
908,2023-04-26,4730.92,Secondary,Bank Transfer
909,2023-04-29,9826.26,Primary,Online
910,2022-02-25,618.72,Primary,Online
911,2022-09-29,2861.74,Passive,Bank Transfer
912,2022-06-15,3011.65,Secondary,Bank Transfer
913,2022-01-22,1708.43,Primary,Online
914,2022-06-27,7211.89,Passive,Online
915,2023-07-17,2132.77,Primary,Bank Transfer
916,2023-11-28,1840.66,Primary,Online
917,2023-06-04,1893.98,Secondary,Online
918,2023-01-20,159.83,Primary,Bank Transfer
919,2022-07-10,5369.97,Secondary,Online
920,2022-09-02,9650.15,Primary,Online
921,2022-10-10,5583.92,Passive,Bank Transfer
922,2022-03-15,5600.5,Passive,Online
923,2022-06-07,5711.92,Secondary,Online
924,2022-02-17,3231.95,Secondary,Bank Transfer
925,2022-02-07,6681.9,Primary,Online
926,2022-07-12,8630.62,Secondary,Bank Transfer
927,2023-09-21,2068.7,Passive,Online
928,2023-04-01,1641.41,Secondary,Bank Transfer
929,2023-12-27,7224.66,Passive,Bank Transfer
930,2023-12-17,3947.64,Passive,Bank Transfer
931,2023-11-17,9211.98,Passive,Online
932,2023-03-09,8645.33,Passive,Bank Transfer
933,2022-04-04,373.84,Secondary,Online
934,2022-12-23,4973.15,Passive,Bank Transfer
935,2022-07-20,2747.31,Primary,Online
936,2022-06-17,4936.44,Passive,Online
937,2022-05-02,2368.43,Secondary,Online
938,2023-02-20,1652.13,Secondary,Online
939,2023-12-17,8255.01,Passive,Bank Transfer
940,2023-04-30,6765.13,Secondary,Online
941,2022-12-23,6631.46,Primary,Bank Transfer
942,2023-02-17,8476.64,Secondary,Online
943,2022-12-02,3774.84,Primary,Bank Transfer
944,2022-08-01,5614.69,Secondary,Online
945,2022-09-14,9738.59,Secondary,Bank Transfer
946,2022-01-09,4924.38,Primary,Online
947,2023-06-15,5757.13,Passive,Bank Transfer
948,2022-07-14,9038.98,Primary,Online
949,2022-01-30,2505.18,Passive,Online
950,2023-10-18,2672.33,Secondary,Online
951,2022-09-18,1575.79,Passive,Bank Transfer
952,2022-03-16,5704.0,Primary,Online
953,2023-12-23,4983.19,Primary,Bank Transfer
954,2023-08-29,7963.52,Secondary,Online
955,2023-09-08,3046.39,Secondary,Online
956,2023-11-28,6287.95,Passive,Online
957,2022-02-26,4447.36,Secondary,Online
958,2023-10-29,3716.74,Primary,Online
959,2022-03-29,4364.58,Primary,Bank Transfer
960,2023-03-12,1331.03,Passive,Online
961,2022-07-04,2559.56,Primary,Online
962,2023-11-05,1498.32,Secondary,Bank Transfer
963,2022-06-24,7156.59,Primary,Bank Transfer
964,2022-01-14,5257.82,Secondary,Online
965,2022-10-16,1979.93,Primary,Bank Transfer
966,2022-02-02,9395.59,Passive,Online
967,2022-01-01,5182.88,Passive,Bank Transfer
968,2023-05-05,3987.06,Passive,Online
969,2023-06-30,6894.12,Primary,Online
970,2023-02-08,7060.83,Primary,Bank Transfer
971,2023-11-17,316.33,Primary,Bank Transfer
972,2022-10-04,1131.69,Passive,Online
973,2022-03-23,8876.13,Primary,Bank Transfer
974,2023-09-16,4288.61,Passive,Bank Transfer
975,2023-07-07,590.5,Passive,Online
976,2022-09-04,6185.06,Passive,Online
977,2022-11-04,3888.03,Primary,Online
978,2023-11-07,9704.7,Secondary,Online
979,2023-02-06,1550.17,Secondary,Online
980,2023-12-26,3781.5,Primary,Online
981,2022-10-13,1109.57,Passive,Bank Transfer
982,2022-10-01,5429.95,Passive,Online
983,2023-12-23,4363.53,Secondary,Bank Transfer
984,2022-05-22,8973.53,Primary,Bank Transfer
985,2023-01-22,9230.09,Passive,Bank Transfer
986,2023-04-10,1127.81,Secondary,Bank Transfer
987,2022-12-27,7873.3,Secondary,Bank Transfer
988,2023-02-01,819.28,Secondary,Online
989,2023-11-15,9355.26,Passive,Bank Transfer
990,2023-11-12,7290.9,Secondary,Online
991,2023-01-20,3982.39,Passive,Bank Transfer
992,2023-02-13,7318.09,Primary,Bank Transfer
993,2023-09-03,4225.01,Passive,Online
994,2023-05-27,2389.25,Primary,Online
995,2023-06-29,7785.04,Primary,Online
996,2022-05-27,5031.88,Secondary,Bank Transfer
997,2022-12-01,2880.32,Passive,Bank Transfer
998,2022-12-20,8233.7,Secondary,Bank Transfer
999,2022-03-01,9574.18,Secondary,Bank Transfer
1000,2023-09-13,4767.26,Secondary,Bank Transfer
1001,2024-09-16,100.28,Secondary,Online
1002,2024-09-20,1200.0,Primary,Bank Transfer
